REPORTCALENDARORQUARTER,FILINGMANAGER_NAME,VALUE
31-MAR-2024,"Bay Harbor Wealth Management, LLC",15853
31-MAR-2024,Banque Cantonale Vaudoise,1796
31-MAR-2024,Bank of New Hampshire,36816
31-MAR-2024,"Bank Julius Baer & Co. Ltd, Zurich",7475537
31-MAR-2024,Bangor Savings Bank,3567
31-MAR-2024,Balyasny Asset Management L.P.,5559515
31-MAR-2024,BRYN MAWR TRUST Co,271311
31-MAR-2024,"Ballentine Partners, LLC",23010
31-MAR-2024,Balentine LLC,810412
31-MAR-2024,"Carmichael Hill & Associates, Inc.",39624
31-MAR-2024,Balboa Wealth Partners,992766
31-MAR-2024,BURNEY CO/,226073
31-MAR-2024,"BUCKINGHAM STRATEGIC WEALTH, LLC",731302
31-MAR-2024,BALDWIN BROTHERS LLC/MA,83940
31-MAR-2024,"BAKER TILLY WEALTH MANAGEMENT, LLC",462455
31-MAR-2024,"BAILARD, INC.",455276
31-MAR-2024,"Bison Wealth, LLC",1319716
31-MAR-2024,"Beaird Harris Wealth Management, LLC",11874
31-MAR-2024,"Bear Mountain Capital, Inc.",2131
31-MAR-2024,"Bell Investment Advisors, Inc",26186
31-MAR-2024,"Belmont Capital, LLC",1385202
31-MAR-2024,Belvedere Trading LLC,1762451
31-MAR-2024,"Beverly Hills Private Wealth, LLC",335946
31-MAR-2024,BlackRock Inc.,2592756477
31-MAR-2024,"Bayesian Capital Management, LP",4049760
31-MAR-2024,"Bleakley Financial Group, LLC",1239848
31-MAR-2024,"Blue Trust, Inc.",32245
31-MAR-2024,"BluePath Capital Management, LLC",519451
31-MAR-2024,"BluePointe Capital Management, LLC",600400
31-MAR-2024,"Blume Capital Management, Inc.",112519
31-MAR-2024,"Bogart Wealth, LLC",31869
31-MAR-2024,"Beacon Pointe Advisors, LLC",7766082
31-MAR-2024,"Arete Wealth Advisors, LLC",2932076
31-MAR-2024,"B. Riley Wealth Advisors, Inc.",4825832
31-MAR-2024,"Ausdal Financial Partners, Inc.",206561
31-MAR-2024,B & T Capital Management DBA Alpha Capital Management,536019
31-MAR-2024,Azimuth Capital Investment Management LLC,253110
31-MAR-2024,Avondale Wealth Management,391170
31-MAR-2024,"Avior Wealth Management, LLC",80765
31-MAR-2024,Avion Wealth,5
31-MAR-2024,"Aviance Capital Partners, LLC",316572
31-MAR-2024,"Atomi Financial Group, Inc.",570753
31-MAR-2024,Arizona State Retirement System,11787471
31-MAR-2024,Atlas Private Wealth Advisors,404568
31-MAR-2024,"Asset Dedication, LLC",142
31-MAR-2024,Assenagon Asset Management S.A.,539032
31-MAR-2024,"Aspect Partners, LLC",2301
31-MAR-2024,"Armstrong, Fleming & Moore, Inc",579461
31-MAR-2024,Arkadios Wealth Advisors,1008035
31-MAR-2024,"Carmel Capital Partners, LLC",8552099
31-MAR-2024,"Carnegie Capital Asset Management, LLC",1196014
31-MAR-2024,"Archford Capital Strategies, LLC",810665
31-MAR-2024,Front Row Advisors LLC,23815
31-MAR-2024,First National Trust Co,355067
31-MAR-2024,First Trust Direct Indexing L.P.,489906
31-MAR-2024,"Firsthand Capital Management, Inc.",2301000
31-MAR-2024,"Focused Wealth Management, Inc",273404
31-MAR-2024,Fortis Capital Management LLC,213698
31-MAR-2024,"Fortis Group Advisors, LLC",12448
31-MAR-2024,"Fortitude Family Office, LLC",7823
31-MAR-2024,"Forum Financial Management, LP",10739826
31-MAR-2024,"Foster Group, Inc.",1669882
31-MAR-2024,"Foster Victor Wealth Advisors, LLC",5157363
31-MAR-2024,"Foundations Investment Advisors, LLC",645666
31-MAR-2024,"Frank, Rimerman Advisors LLC",180260
31-MAR-2024,"Frazier Financial Advisors, LLC",3337
31-MAR-2024,"Freedom Investment Management, Inc.",677037
31-MAR-2024,GABLES CAPITAL MANAGEMENT INC.,1897175
31-MAR-2024,"First Business Financial Services, Inc.",434386
31-MAR-2024,"GAMCO INVESTORS, INC. ET AL",2717481
31-MAR-2024,"GARRISON POINT ADVISORS, LLC",256562
31-MAR-2024,"GFS Advisors, LLC",2593000
31-MAR-2024,"GHP Investment Advisors, Inc.",20594
31-MAR-2024,GILDER GAGNON HOWE & CO LLC,46930690
31-MAR-2024,GLENMEDE TRUST CO NA,282930
31-MAR-2024,"GPS Wealth Strategies Group, LLC",548057
31-MAR-2024,"GREAT LAKES ADVISORS, LLC",2763501
31-MAR-2024,"GREAT VALLEY ADVISOR GROUP, INC.",2271244
31-MAR-2024,"GRIFFIN ASSET MANAGEMENT, INC.",497131
31-MAR-2024,"GROUP ONE TRADING, L.P.",40414994
31-MAR-2024,"GSB Wealth Management, LLC",310069
31-MAR-2024,"GYL Financial Synergies, LLC",4376801
31-MAR-2024,"Gallagher Fiduciary Advisors, LLC",268757
31-MAR-2024,"First Horizon Advisors, Inc.",81156
31-MAR-2024,"Financial Synergies Wealth Advisors, Inc.",70
31-MAR-2024,"CarsonAllaria Wealth Management, Ltd.",26300
31-MAR-2024,FSA Wealth Management LLC,32214
31-MAR-2024,FIRST CITIZENS BANK & TRUST CO,240224
31-MAR-2024,FIRST COMMUNITY TRUST NA,2301
31-MAR-2024,FIRST SABREPOINT CAPITAL MANAGEMENT LP,805350
31-MAR-2024,FIRST TRUST ADVISORS LP,41989273
31-MAR-2024,FIRST UNITED BANK & TRUST,35228
31-MAR-2024,FJARDE AP-FONDEN /FOURTH SWEDISH NATIONAL PENSION FUND,9421
31-MAR-2024,"FNY Investment Advisers, LLC",472
31-MAR-2024,FORSTA AP-FONDEN,10276266
31-MAR-2024,"FORTEM FINANCIAL GROUP, LLC",1721056
31-MAR-2024,FOUNDERS FINANCIAL SECURITIES LLC,363351
31-MAR-2024,"FOX RUN MANAGEMENT, L.L.C.",570188
31-MAR-2024,"FRED ALGER MANAGEMENT, LLC",1413481
31-MAR-2024,FRG Family Wealth Advisors LLC,659
31-MAR-2024,FRONTIER CAPITAL MANAGEMENT CO LLC,35963364
31-MAR-2024,FUKOKU MUTUAL LIFE INSURANCE Co,294390
31-MAR-2024,"Financial Sense Advisors, Inc.",400374
31-MAR-2024,"Fairman Group, LLC",11505
31-MAR-2024,"Faithward Advisors, LLC",4605383
31-MAR-2024,Farmers & Merchants Trust Co of Chambersburg PA,2
31-MAR-2024,"Farther Finance Advisors, LLC",181451
31-MAR-2024,"Fernwood Investment Management, LLC",277213
31-MAR-2024,"Fidelis Capital Partners, LLC",306361
31-MAR-2024,Fiduciary Alliance LLC,1540787
31-MAR-2024,Fielder Capital Group LLC,1381198
31-MAR-2024,Financial Advocates Investment Management,1216453
31-MAR-2024,"Financial Connections Group, Inc.",17
31-MAR-2024,"Financial Freedom, LLC",1151
31-MAR-2024,"Financial Gravity Asset Management, Inc.",5636
31-MAR-2024,"Financial Management Professionals, Inc.",5
31-MAR-2024,"Financial Perspectives, Inc",50047
31-MAR-2024,"Game Plan Financial Advisors, LLC",253708
31-MAR-2024,"Garde Capital, Inc.",943
31-MAR-2024,Garden State Investment Advisory Services LLC,846674
31-MAR-2024,High Net Worth Advisory Group LLC,204789
31-MAR-2024,"HOEY INVESTMENTS, INC",186381
31-MAR-2024,HOLLENCREST CAPITAL MANAGEMENT,1043319
31-MAR-2024,"HOWARD FINANCIAL SERVICES, LTD.",267514
31-MAR-2024,"HOWARD WEALTH MANAGEMENT, LLC",756063
31-MAR-2024,"HOYLECOHEN, LLC",201867
31-MAR-2024,HSBC HOLDINGS PLC,22297496
31-MAR-2024,"Halpern Financial, Inc.",32688
31-MAR-2024,Harbor Advisors LLC,253110
31-MAR-2024,"Harbour Capital Advisors, LLC",856658
31-MAR-2024,Hartford Financial Management Inc.,28763
31-MAR-2024,"Harvest Fund Management Co., Ltd",873
31-MAR-2024,"Harvest Investment Services, LLC",3305869
31-MAR-2024,"Hedeker Wealth, LLC",11432761
31-MAR-2024,Hexagon Capital Partners LLC,188383
31-MAR-2024,"High Note Wealth, LLC",1305864
31-MAR-2024,Gen-Wealth Partners Inc,74529
31-MAR-2024,HighMark Wealth Management LLC,2761
31-MAR-2024,HighPoint Advisor Group LLC,1028
31-MAR-2024,"HighTower Advisors, LLC",11939471
31-MAR-2024,"Highlander Capital Management, LLC",7662
31-MAR-2024,"Householder Group Estate & Retirement Specialist, LLC",596857
31-MAR-2024,"Howard Capital Management Group, LLC",57525
31-MAR-2024,"Hunting Hill Global Capital, LLC",1917377
31-MAR-2024,Hyperion Asset Management Ltd,70678091
31-MAR-2024,"ICA Group Wealth Management, LLC",72827
31-MAR-2024,"IEQ CAPITAL, LLC",2825674
31-MAR-2024,"IFG Advisory, LLC",1631058
31-MAR-2024,IFM Investors Pty Ltd,8342736
31-MAR-2024,"IFP Advisors, Inc",3750140
31-MAR-2024,"IHT Wealth Management, LLC",1315925
31-MAR-2024,HM PAYSON & CO,576
31-MAR-2024,HIGHLINE WEALTH PARTNERS LLC,4602
31-MAR-2024,"HHM Wealth Advisors, LLC",102211
31-MAR-2024,HCR Wealth Advisors,289304
31-MAR-2024,Geneos Wealth Management Inc.,278835
31-MAR-2024,Generali Powszechne Towarzystwo Emerytalne,16507259
31-MAR-2024,Gerber Kawasaki Wealth & Investment Management,256469
31-MAR-2024,Glass Jacobson Investment Advisors llc,49932
31-MAR-2024,"Glen Eagle Advisors, LLC",22323
31-MAR-2024,"Global Assets Advisory, LLC",11349
31-MAR-2024,"Global Financial Private Client, LLC",159380
31-MAR-2024,"Global Retirement Partners, LLC",289305
31-MAR-2024,"Global Strategic Investment Solutions, LLC",455253
31-MAR-2024,"Global Trust Asset Management, LLC",807444
31-MAR-2024,Global Wealth Strategies & Associates,9411
31-MAR-2024,GoalVest Advisory LLC,1186142
31-MAR-2024,"Good Life Advisors, LLC",311764
31-MAR-2024,Gordian Capital Singapore Pte Ltd,180283
31-MAR-2024,"Gotham Asset Management, LLC",8499894
31-MAR-2024,Gradient Investments LLC,43719
31-MAR-2024,"Graham Capital Management, L.P.",1437803
31-MAR-2024,"Greater Midwest Financial Group, LLC",1833161
31-MAR-2024,Greenwich Wealth Management LLC,4967
31-MAR-2024,Grove Bank & Trust,23010
31-MAR-2024,Gryphon Financial Partners LLC,4950664
31-MAR-2024,Gulf International Bank (UK) Ltd,3467
31-MAR-2024,"HANTZ FINANCIAL SERVICES, INC.",19
31-MAR-2024,"HAP Trading, LLC",313345
31-MAR-2024,"HARBOR INVESTMENT ADVISORY, LLC",73816
31-MAR-2024,"HARBOUR INVESTMENTS, INC.",813104
31-MAR-2024,"HB Wealth Management, LLC",558177
31-MAR-2024,"HBC Financial Services, PLLC",1
31-MAR-2024,HBK Sorce Advisory LLC,942049
31-MAR-2024,"FIFTH LANE CAPITAL, LP",460200
31-MAR-2024,"FAS Wealth Partners, Inc.",233207
31-MAR-2024,"FAGAN ASSOCIATES, INC.",4369622
31-MAR-2024,"CreativeOne Wealth, LLC",371
31-MAR-2024,"Connective Portfolio Management, LLC",805810
31-MAR-2024,"Connectus Wealth, LLC",2219614
31-MAR-2024,"Connor, Clark & Lunn Investment Management Ltd.",310635
31-MAR-2024,Constant Guidance Financial LLC,331614
31-MAR-2024,"Continuum Advisory, LLC",31393
31-MAR-2024,"Convergence Investment Partners, LLC",922
31-MAR-2024,"CoreCap Advisors, LLC",252512
31-MAR-2024,Corient Private Wealth LLC,2240958
31-MAR-2024,"Coston, McIsaac & Partners",0
31-MAR-2024,Counterpoint Mutual Funds LLC,228351
31-MAR-2024,Covestor Ltd,28
31-MAR-2024,"Cranbrook Wealth Management, LLC",1151
31-MAR-2024,"Crawford Fund Management, LLC",897390
31-MAR-2024,Creative Planning,7174276
31-MAR-2024,Creekmur Asset Management LLC,16659
31-MAR-2024,DELTA ASSET MANAGEMENT LLC/TN,61897
31-MAR-2024,"Cresset Asset Management, LLC",920400
31-MAR-2024,Crewe Advisors LLC,58653
31-MAR-2024,"Crossmark Global Holdings, Inc.",5414
31-MAR-2024,Csenge Advisory Group,290350
31-MAR-2024,Custom Portfolio Group LLC,7501
31-MAR-2024,Cutler Group LLC / CA,565
31-MAR-2024,"Cutter & CO Brokerage, Inc.",382955
31-MAR-2024,"Cyndeo Wealth Partners, LLC",326190
31-MAR-2024,"Cypress Point Wealth Management, LLC",35498494
31-MAR-2024,"Cyrus J. Lawrence, LLC",32
31-MAR-2024,D.A. DAVIDSON & CO.,589516
31-MAR-2024,"DAGCO, INC.",4832
31-MAR-2024,DARK FOREST CAPITAL MANAGEMENT LP,1153031
31-MAR-2024,DAVENPORT & Co LLC,1518129
31-MAR-2024,Congress Park Capital LLC,376490
31-MAR-2024,"Concurrent Investment Advisors, LLC",2196328
31-MAR-2024,"Concorde Asset Management, LLC",434604
31-MAR-2024,Concord Wealth Partners,5227
31-MAR-2024,Cassaday & Co Wealth Management LLC,248739
31-MAR-2024,"Castle Rock Wealth Management, LLC",1658823
31-MAR-2024,"Castleview Partners, LLC",2278
31-MAR-2024,"Cedar Mountain Advisors, LLC",8054
31-MAR-2024,"Centerpoint Advisors, LLC",32
31-MAR-2024,"Centiva Capital, LP",952085
31-MAR-2024,Cetera Advisor Networks LLC,7190775
31-MAR-2024,Cetera Advisors LLC,3759420
31-MAR-2024,Cetera Investment Advisers,15017949
31-MAR-2024,Chemistry Wealth Management LLC,383830
31-MAR-2024,"Cherry Creek Investment Advisors, Inc.",1257036
31-MAR-2024,"Chicago Capital, LLC",1553543
31-MAR-2024,"Circle Wealth Management, LLC",2687592
31-MAR-2024,Citizens Business Bank,3066314
31-MAR-2024,City State Bank,14
31-MAR-2024,Clare Market Investments LLC,924772
31-MAR-2024,Clarity Capital Partners LLC,4562745
31-MAR-2024,Claro Advisors LLC,354308
31-MAR-2024,Clean Yield Group,123104
31-MAR-2024,"Clear Creek Financial Management, LLC",641588
31-MAR-2024,"Clear Harbor Asset Management, LLC",256101
31-MAR-2024,"Clearstead Advisors, LLC",363268
31-MAR-2024,"Clearwater Capital Advisors, LLC",295840
31-MAR-2024,Close Asset Management Ltd,456
31-MAR-2024,"Colonial River Wealth Management, LLC",220321
31-MAR-2024,Colonial Trust Advisors,34515
31-MAR-2024,Colonial Trust Co / SC,9779
31-MAR-2024,"Colony Group, LLC",1418
31-MAR-2024,"Concentric Capital Strategies, LP",1731180
31-MAR-2024,"DAYMARK WEALTH PARTNERS, LLC",229180
31-MAR-2024,"DGS Capital Management, LLC",363328
31-MAR-2024,FACTORY MUTUAL INSURANCE CO,5334546
31-MAR-2024,"Endowment Wealth Management, Inc.",3546093
31-MAR-2024,"EP Wealth Advisors, LLC",327579
31-MAR-2024,EVERGREEN CAPITAL MANAGEMENT LLC,678151
31-MAR-2024,EVERMAY WEALTH MANAGEMENT LLC,47
31-MAR-2024,"EXCHANGE TRADED CONCEPTS, LLC",2027848
31-MAR-2024,"EXENCIAL WEALTH ADVISORS, LLC",368137
31-MAR-2024,Eagle Bay Advisors LLC,53268
31-MAR-2024,Eagle Strategies LLC,243906
31-MAR-2024,"Edge Capital Group, LLC",418667
31-MAR-2024,Edge Wealth Management LLC,324441
31-MAR-2024,EdgeRock Capital LLC,640484
31-MAR-2024,"Elite Wealth Management, Inc.",3507690
31-MAR-2024,Elo Mutual Pension Insurance Co,3916000
31-MAR-2024,"Empirical Capital Management, LLC",3521
31-MAR-2024,"Empower Advisory Group, LLC",291629
31-MAR-2024,Engineers Gate Manager LP,14103243
31-MAR-2024,DIMENSION CAPITAL MANAGEMENT LLC,539701
31-MAR-2024,"Ensign Peak Advisors, Inc",46263770
31-MAR-2024,"Entropy Technologies, LP",758778
31-MAR-2024,"EntryPoint Capital, LLC",97493
31-MAR-2024,"Envestnet Portfolio Solutions, Inc.",619406
31-MAR-2024,Erste Asset Management GmbH,0
31-MAR-2024,"Estate Counselors, LLC",788208
31-MAR-2024,Ethic Inc.,1160329
31-MAR-2024,"Eudaimonia Partners, LLC",2591662
31-MAR-2024,Eukles Asset Management,46
31-MAR-2024,"EverSource Wealth Advisors, LLC",4380603
31-MAR-2024,"Evercore Wealth Management, LLC",398901
31-MAR-2024,"Everhart Financial Group, Inc.",348855
31-MAR-2024,"Evolution Wealth Advisors, LLC",1674760
31-MAR-2024,"ExodusPoint Capital Management, LP",5675
31-MAR-2024,ENZI WEALTH,502058
31-MAR-2024,ENVESTNET ASSET MANAGEMENT INC,7466624
31-MAR-2024,"EMFO, LLC",627782
31-MAR-2024,"EMERALD ADVISERS, LLC",434015
31-MAR-2024,DIMENSIONAL FUND ADVISORS LP,52183321
31-MAR-2024,DSM Capital Partners LLC,35366
31-MAR-2024,"DUALITY ADVISERS, LP",4149186
31-MAR-2024,"DZ BANK AG Deutsche Zentral Genossenschafts Bank, Frankfurt am Main",1921204
31-MAR-2024,Daiwa Securities Group Inc.,2829
31-MAR-2024,Dakota Wealth Management,286383
31-MAR-2024,"DecisionPoint Financial, LLC",3266
31-MAR-2024,"Defender Capital, LLC.",14139116
31-MAR-2024,Degroof Petercam Asset Management,1012440
31-MAR-2024,Derbend Asset Management,789358
31-MAR-2024,Destination Wealth Management,2203530
31-MAR-2024,"Deuterium Capital Management, LLC",2347020
31-MAR-2024,"DiNuzzo Private Wealth, Inc.",944
31-MAR-2024,Diversified Trust Co,514917
31-MAR-2024,Dogwood Wealth Management LLC,5
31-MAR-2024,Donoghue Forlines LLC,484706
31-MAR-2024,"Douglass Winthrop Advisors, LLC",318988
31-MAR-2024,"Duncan Williams Asset Management, LLC",575917
31-MAR-2024,"Dunhill Financial, LLC",6305
31-MAR-2024,Dynamic Advisor Solutions LLC,1327033
31-MAR-2024,EAGLE ASSET MANAGEMENT INC,1398483
31-MAR-2024,EASTERLY INVESTMENT PARTNERS LLC,345150
31-MAR-2024,ECLECTIC ASSOCIATES INC /ADV,2064641
31-MAR-2024,EDMOND DE ROTHSCHILD HOLDING S.A.,158079
31-MAR-2024,EFG Asset Management (Americas) Corp.,609581
31-MAR-2024,EFG Asset Management (North America) Corp.,1120946
31-MAR-2024,ELEVATUS WELATH MANAGEMENT,8218091
31-MAR-2024,ELLERSON GROUP INC /ADV,706389
31-MAR-2024,EMC Capital Management,56
31-MAR-2024,Archon Partners LLC,5499390
31-MAR-2024,SAGE RHINO CAPITAL LLC,637396
31-MAR-2024,Archer Investment Corp,25587
31-MAR-2024,NORDEA INVESTMENT MANAGEMENT AB,20284514
31-MAR-2024,"Newbridge Financial Services Group, Inc.",2394950
31-MAR-2024,"NewEdge Wealth, LLC",225645
31-MAR-2024,"NewEdge Advisors, LLC",6553988
31-MAR-2024,New England Capital Financial Advisors LLC,8054
31-MAR-2024,Nemes Rush Group LLC,182838
31-MAR-2024,Nebula Research & Development LLC,1323788
31-MAR-2024,National Pension Service,58633231
31-MAR-2024,Naples Money Management LLC,1151
31-MAR-2024,"NWK Group, Inc.",2861063
31-MAR-2024,NWAM LLC,670901
31-MAR-2024,NOMURA ASSET MANAGEMENT CO LTD,10857130
31-MAR-2024,North Star Investment Management Corp.,70871
31-MAR-2024,NISSAY ASSET MANAGEMENT CORP /JAPAN/ /ADV,5131207
31-MAR-2024,"NISA INVESTMENT ADVISORS, LLC",5508594
31-MAR-2024,NEW YORK STATE COMMON RETIREMENT FUND,29216
31-MAR-2024,"NBC SECURITIES, INC.",58
31-MAR-2024,NAVELLIER & ASSOCIATES INC,791935
31-MAR-2024,"NATIONS FINANCIAL GROUP INC, /IA/ /ADV",1449446
31-MAR-2024,"NAPLES GLOBAL ADVISORS, LLC",207090
31-MAR-2024,"Mutual Advisors, LLC",784273
31-MAR-2024,"Moors & Cabot, Inc.",2337471
31-MAR-2024,"Moisand Fitzgerald Tamayo, LLC",3452
31-MAR-2024,"Nikko Asset Management Americas, Inc.",226179809
31-MAR-2024,Northwest Financial Advisors,7662
31-MAR-2024,"Mirae Asset Global Investments Co., Ltd.",384658
31-MAR-2024,Oak Thistle LLC,279985
31-MAR-2024,"Owen LaRue, LLC",2383215
31-MAR-2024,"Orion Portfolio Solutions, LLC",1351032
31-MAR-2024,Orion Capital Management LLC,492414
31-MAR-2024,Onyx Bridge Wealth Group LLC,627227
31-MAR-2024,OneDigital Investment Advisors LLC,589631
31-MAR-2024,OneAscent Wealth Management LLC,210
31-MAR-2024,OneAscent Financial Services LLC,236
31-MAR-2024,Olympiad Research LP,572834
31-MAR-2024,"Oder Investment Management, LLC",1532581
31-MAR-2024,"Oakworth Capital, Inc.",32214
31-MAR-2024,Oak Harvest Investment Services,431438
31-MAR-2024,"O'SHAUGHNESSY ASSET MANAGEMENT, LLC",1837441
31-MAR-2024,OSTERWEIS CAPITAL MANAGEMENT INC,561444
31-MAR-2024,"OSAIC HOLDINGS, INC.",10105547
31-MAR-2024,ORG Partners LLC,12822
31-MAR-2024,ORACLE INVESTMENT MANAGEMENT INC,575250
31-MAR-2024,OPTIMUM INVESTMENT ADVISORS,490159
31-MAR-2024,OPPENHEIMER & CO INC,7702160
31-MAR-2024,ONTARIO TEACHERS PENSION PLAN BOARD,990327
31-MAR-2024,OLD POINT TRUST & FINANCIAL SERVICES N A,3235183
31-MAR-2024,OFI INVEST ASSET MANAGEMENT,6989
31-MAR-2024,OCCUDO QUANTITATIVE STRATEGIES LP,1499332
31-MAR-2024,Mitsubishi UFJ Trust & Banking Corp,21562464
31-MAR-2024,"Miracle Mile Advisors, LLC",312706
31-MAR-2024,Longitude (Cayman) Ltd.,11151221
31-MAR-2024,MASSMUTUAL TRUST CO FSB/ADV,30994
31-MAR-2024,"MILLER WEALTH ADVISORS, LLC",14381
31-MAR-2024,MILLENNIUM MANAGEMENT LLC,325037488
31-MAR-2024,"MILESTONE ASSET MANAGEMENT, LLC",445911
31-MAR-2024,MGO ONE SEVEN LLC,590506
31-MAR-2024,MERIDIAN INVESTMENT COUNSEL INC.,1597354
31-MAR-2024,MERCER GLOBAL ADVISORS INC /ADV,3673
31-MAR-2024,MEEDER ASSET MANAGEMENT INC,1001671
31-MAR-2024,"MEANS INVESTMENT CO., INC.",1920864
31-MAR-2024,MCF Advisors LLC,712781
31-MAR-2024,"MATHER GROUP, LLC.",5752
31-MAR-2024,MARSICO CAPITAL MANAGEMENT LLC,9483203
31-MAR-2024,MONETTA FINANCIAL SERVICES INC,1196520
31-MAR-2024,"MARK SHEPTOFF FINANCIAL PLANNING, LLC",1638887
31-MAR-2024,MARIETTA INVESTMENT PARTNERS LLC,916028
31-MAR-2024,MANCHESTER FINANCIAL INC,1536378
31-MAR-2024,MAINSTAY CAPITAL MANAGEMENT LLC /ADV,585697
31-MAR-2024,MAI Capital Management,1267349
31-MAR-2024,MACROVIEW INVESTMENT MANAGEMENT LLC,4879
31-MAR-2024,MACQUARIE GROUP LTD,5958898
31-MAR-2024,MACKENZIE FINANCIAL CORP,2936720
31-MAR-2024,M&T Bank Corp,1381
31-MAR-2024,M&R CAPITAL MANAGEMENT INC,6213
31-MAR-2024,MONETA GROUP INVESTMENT ADVISORS LLC,1030698
31-MAR-2024,MONEY CONCEPTS CAPITAL CORP,522879
31-MAR-2024,"Midwest Professional Planners, LTD.",505852
31-MAR-2024,"Mariner, LLC",4563496
31-MAR-2024,"Metis Global Partners, LLC",533648
31-MAR-2024,"Merit Financial Group, LLC",3313770
31-MAR-2024,"Meeder Advisory Services, Inc.",458773
31-MAR-2024,Mediolanum International Funds Ltd,597382
31-MAR-2024,"McIlrath & Eck, LLC",51243
31-MAR-2024,"McGuire Investment Group, LLC",2669919
31-MAR-2024,"Maytus Capital Management, LLC",874380
31-MAR-2024,"Mayflower Financial Advisors, LLC",263418
31-MAR-2024,Mason & Associates Inc,228236
31-MAR-2024,Maryland State Retirement & Pension System,3208545
31-MAR-2024,Mandatum Life Insurance Co Ltd,1351239
31-MAR-2024,MONTAG A & ASSOCIATES INC,94457
31-MAR-2024,Manchester Capital Management LLC,76509
31-MAR-2024,"Main Street Financial Solutions, LLC",469526
31-MAR-2024,Magnus Financial Group LLC,552815
31-MAR-2024,Magnetar Financial LLC,4388099
31-MAR-2024,Machina Capital S.A.S.,489722
31-MAR-2024,"MV CAPITAL MANAGEMENT, INC.",3889
31-MAR-2024,"MRP Capital Investments, LLC",666140
31-MAR-2024,MOSELEY INVESTMENT MANAGEMENT INC,608858
31-MAR-2024,MORGENS WATERFALL VINTIADIS & CO INC,4141800
31-MAR-2024,"MONTCHANIN ASSET MANAGEMENT, LLC",333
31-MAR-2024,PANAGORA ASSET MANAGEMENT INC,12742041
31-MAR-2024,PARK AVENUE SECURITIES LLC,2231
31-MAR-2024,PARK CIRCLE Co,16107
31-MAR-2024,QUADRANT CAPITAL GROUP LLC,30949
31-MAR-2024,RFP Financial Group LLC,43627
31-MAR-2024,RENAISSANCE TECHNOLOGIES LLC,1089644
31-MAR-2024,RAYMOND JAMES & ASSOCIATES,35465584
31-MAR-2024,Quintet Private Bank (Europe) S.A.,393913
31-MAR-2024,Quest Partners LLC,26116
31-MAR-2024,"Quent Capital, LLC",54028
31-MAR-2024,Qube Research & Technologies Ltd,164918170
31-MAR-2024,Quantinno Capital Management LP,384000
31-MAR-2024,Quadrature Capital Ltd,82253755
31-MAR-2024,"Qsemble Capital Management, LP",593175
31-MAR-2024,"QRG CAPITAL MANAGEMENT, INC.",10378134
31-MAR-2024,RIA Advisory Group LLC,287298
31-MAR-2024,"Providence Capital Advisors, LLC",1003
31-MAR-2024,"Prosperity Wealth Management, Inc.",417655
31-MAR-2024,"Prosperity Financial Group, Inc.",1022910
31-MAR-2024,"Prosperity Consulting Group, LLC",249774
31-MAR-2024,Prospera Financial Services Inc,590470
31-MAR-2024,Prospect Financial Services LLC,643799
31-MAR-2024,"Procyon Advisors, LLC",2998985
31-MAR-2024,"Probity Advisors, Inc.",332886
31-MAR-2024,ProShare Advisors LLC,262268
31-MAR-2024,Privium Fund Management B.V.,10239450
31-MAR-2024,RHUMBLINE ADVISERS,60331422
31-MAR-2024,"ROGCO, LP",2301
31-MAR-2024,PARUS FINANCE (UK) Ltd,2254152
31-MAR-2024,"Retirement Planning Group, LLC",440918
31-MAR-2024,"Russell Investments Group, Ltd.",498396
31-MAR-2024,"Royal Fund Management, LLC",5790467
31-MAR-2024,Royal Bank of Canada,38376000
31-MAR-2024,"Roger Wittlin Investment Advisory, LLC",321128
31-MAR-2024,"Rockline Wealth Management, LLC",1302190
31-MAR-2024,"Roble, Belko & Company, Inc",0
31-MAR-2024,Riverview Trust Co,41901
31-MAR-2024,Ritter Daniher Financial Advisory LLC / DE,18408
31-MAR-2024,"Rise Advisors, LLC",10723
31-MAR-2024,Riggs Asset Managment Co. Inc.,1517786
31-MAR-2024,"Retirement Group, LLC",46020
31-MAR-2024,ROTHSCHILD INVESTMENT LLC,52923
31-MAR-2024,"Relative Value Partners Group, LLC",182268
31-MAR-2024,Register Financial Advisors LLC,52578
31-MAR-2024,Regal Investment Advisors LLC,1340445
31-MAR-2024,"Redwood Wealth Management Group, LLC",650838
31-MAR-2024,"Redhawk Wealth Advisors, Inc.",211692
31-MAR-2024,Realta Investment Advisors,316042
31-MAR-2024,"Raymond James Financial Services Advisors, Inc.",30694119
31-MAR-2024,Rathbones Group Plc,3258192
31-MAR-2024,"RPG Investment Advisory, LLC",7243801
31-MAR-2024,ROYAL LONDON ASSET MANAGEMENT LTD,17466201
31-MAR-2024,"Private Wealth Management Group, LLC",2016459
31-MAR-2024,"Private Ocean, LLC",36264
31-MAR-2024,"Private Advisor Group, LLC",7483085
31-MAR-2024,PITTENGER & ANDERSON INC,143813
31-MAR-2024,Pacific Heights Asset Management LLC,36240750
31-MAR-2024,"Pacer Advisors, Inc.",3037389
31-MAR-2024,PURSUE WEALTH PARTNERS LLC,2391015
31-MAR-2024,PUBLIC EMPLOYEES RETIREMENT SYSTEM OF OHIO,16990262
31-MAR-2024,PUBLIC EMPLOYEES RETIREMENT ASSOCIATION OF COLORADO,4604
