REPORTCALENDARORQUARTER,FILINGMANAGER_NAME,VALUE
31-MAR-2024,Smith Salley Wealth Management,515240
31-MAR-2024,Smithfield Trust Co,480
31-MAR-2024,Snowden Capital Advisors LLC,14412237
31-MAR-2024,"Smith Group Asset Management, LLC",395000
31-MAR-2024,"Solidarity Wealth, LLC",258411
31-MAR-2024,"Solstein Capital, LLC",80688
31-DEC-2023,"Savant Capital, LLC",6673676
31-DEC-2023,"Sandy Cove Advisors, LLC",348503
31-DEC-2023,"Sanctuary Wealth Management, L.L.C.",59138
31-DEC-2023,"Sand Hill Global Advisors, LLC",5825614
31-DEC-2023,"Sandbox Financial Partners, LLC",367166
31-DEC-2023,"Sanibel Captiva Trust Company, Inc.",1757499
31-DEC-2023,Sandy Spring Bank,1965873
31-DEC-2023,"Samalin Investment Counsel, LLC",1768671
31-DEC-2023,"Sargent Investment Group, LLC",767803
31-DEC-2023,Sather Financial Group Inc,296188
31-DEC-2023,San Luis Wealth Advisors LLC,5724
31-DEC-2023,"SageView Advisory Group, LLC",11018139
31-DEC-2023,"Salvus Wealth Management, LLC",401792
31-DEC-2023,"Salomon & Ludwin, LLC",256726
31-DEC-2023,Sageworth Trust Co,2947221
31-DEC-2023,Sabal Trust CO,382908
31-DEC-2023,Sage Mountain Advisors LLC,4387163
31-DEC-2023,"Sage Capital Management, LLC",417694
31-DEC-2023,"Sage Capital Advisors,llc",349363
31-DEC-2023,"Safeguard Financial, LLC",2389632
31-DEC-2023,"Sachetta, LLC",383741
31-DEC-2023,SYSTM Wealth Solutions LLC,899001
31-DEC-2023,"Safeguard Investment Advisory Group, LLC",1230967
31-DEC-2023,"Sculati Wealth Management, LLC",204996
31-DEC-2023,"Savvy Advisors, Inc.",853032
31-DEC-2023,"Sawyer & Company, Inc",384
31-DEC-2023,Security National Bank,63362
31-DEC-2023,"SYNTAX RESEARCH, INC.",26091
31-DEC-2023,"Selective Wealth Management, Inc.",270051
31-DEC-2023,"Secure Asset Management, LLC",1224772
31-DEC-2023,"Second Line Capital, LLC",1961998
31-DEC-2023,"SeaCrest Wealth Management, LLC",3628610
31-DEC-2023,SeaBridge Investment Advisors LLC,466646
31-DEC-2023,Sea Otter Advisors LLC,4472640
31-DEC-2023,"Segment Wealth Management, LLC",1695876
31-DEC-2023,"Scott Capital Advisors, LLC",505657
31-DEC-2023,"Scott & Selber, Inc.",215
31-DEC-2023,Sciencast Management LP,596849
31-DEC-2023,Schwab Charitable Fund,1955786
31-DEC-2023,Semmax Financial Advisors Inc.,154761
31-DEC-2023,"Schusterman Interests, LLC",18636000
31-DEC-2023,Schubert & Co,477579
31-DEC-2023,Schonfeld Strategic Advisors LLC,8344206
31-DEC-2023,"Schechter Investment Advisors, LLC",411483
31-DEC-2023,"Schear Investment Advisers, LLC",326503
31-DEC-2023,"Scarborough Advisors, LLC",690505
31-DEC-2023,"Saxony Capital Management, LLC",1578096
31-DEC-2023,SYON CAPITAL LLC,4122283
31-DEC-2023,"SOA Wealth Advisors, LLC.",2575744
31-DEC-2023,SYNOVUS FINANCIAL CORP,5770948
31-DEC-2023,SMITH CHAS P & ASSOCIATES PA CPAS,310
31-DEC-2023,"SRS Capital Advisors, Inc.",1231468
31-DEC-2023,SPROTT INC.,559080
31-DEC-2023,SPIRIT OF AMERICA MANAGEMENT CORP/NY,571504
31-DEC-2023,SPINNAKER TRUST,697483
31-DEC-2023,SP Asset Management LLC,1405403
31-DEC-2023,"SOUNDMARK WEALTH MANAGEMENT, LLC",367254
31-DEC-2023,SOL Capital Management CO,2049
31-DEC-2023,"SNS Financial Group, LLC",2059900
31-DEC-2023,"SMITH, MOORE & CO.",3302796
31-DEC-2023,SMITH SHELLNUT WILSON LLC /ADV,331721
31-DEC-2023,SJS Investment Consulting Inc.,946407
31-DEC-2023,SYMMETRY PEAK MANAGEMENT LLC,50885971
31-DEC-2023,"SITTNER & NELSON, LLC",1134560
31-DEC-2023,SIT INVESTMENT ASSOCIATES INC,1423
31-DEC-2023,"SIMPLEX TRADING, LLC",6108942
31-DEC-2023,"SIMON QUICK ADVISORS, LLC",2226878
31-DEC-2023,SIMMONS BANK,574483
31-DEC-2023,"SILVIA MCCOLL WEALTH MANAGEMENT, LLC",1140536
31-DEC-2023,"Sepio Capital, LP",8569827
31-DEC-2023,"SILVER OAK SECURITIES, INCORPORATED",1417728
31-DEC-2023,SILVERLAKE WEALTH MANAGEMENT LLC,626667
31-DEC-2023,SILVERCREST ASSET MANAGEMENT GROUP LLC,8105666
31-DEC-2023,"SS&H Financial Advisors, Inc.",502
31-DEC-2023,SSI INVESTMENT MANAGEMENT LLC,553365
31-DEC-2023,ST GERMAIN D J CO INC,465652
31-DEC-2023,"STAGE HARBOR FINANCIAL, LLC",202511
31-DEC-2023,SYM FINANCIAL Corp,567280
31-DEC-2023,SVB WEALTH LLC,3054316
31-DEC-2023,SURIENCE PRIVATE WEALTH LLC,4027612
31-DEC-2023,SUMMITRY LLC,3371874
31-DEC-2023,"SUMMIT WEALTH & RETIREMENT PLANNING, INC.",775506
31-DEC-2023,"SUMMIT PARTNERS PUBLIC ASSET MANAGEMENT, LLC",49696000
31-DEC-2023,SUMITOMO LIFE INSURANCE CO,9365211
31-DEC-2023,STUDIO INVESTMENT MANAGEMENT LLC,48454
31-DEC-2023,STRS OHIO,226345
31-DEC-2023,"STRATEGIC PLANNING GROUP, LLC",6607545
31-DEC-2023,STONEBRIDGE CAPITAL MANAGEMENT INC,228
31-DEC-2023,STOCK YARDS BANK & TRUST CO,2150845
31-DEC-2023,STF Management LP,7808484
31-DEC-2023,STEWART & PATTEN CO LLC,258916
31-DEC-2023,"STEWARD PARTNERS INVESTMENT SOLUTIONS, LLC",1084118
31-DEC-2023,STEVENS CAPITAL PARTNERS,321533
31-DEC-2023,STEVENS CAPITAL MANAGEMENT LP,271
31-DEC-2023,STEPH & CO,149088
31-DEC-2023,STATE OF WISCONSIN INVESTMENT BOARD,395849761
31-DEC-2023,STATE OF MICHIGAN RETIREMENT SYSTEM,188138371
31-DEC-2023,STATE BOARD OF ADMINISTRATION OF FLORIDA RETIREMENT SYSTEM,718961723
31-DEC-2023,Semus Wealth Partners LLC,3776896
31-DEC-2023,"Steele Capital Management, Inc.",1064737
31-DEC-2023,"Sequoia Financial Advisors, LLC",23017912
31-DEC-2023,"Spectrum Wealth Counsel, LLC",143870
31-DEC-2023,State of Wyoming,797372
31-DEC-2023,"State of Tennessee, Treasury Department",280310785
31-DEC-2023,State of New Jersey Common Pension Fund D,402987349
31-DEC-2023,"State of Alaska, Department of Revenue",85806
31-DEC-2023,"Stamos Capital Partners, L.P.",487021
31-DEC-2023,"Stablepoint Partners, LLC",1564182
31-DEC-2023,"St. Johns Investment Management Company, LLC",53920
31-DEC-2023,"Spotlight Asset Group, Inc.",193921
31-DEC-2023,Spire Wealth Management,11526536
31-DEC-2023,"SpiderRock Advisors, LLC",4982
31-DEC-2023,"Spectrum Wealth Advisory Group, LLC",230590
31-DEC-2023,"Sessa Capital IM, L.P.",824953600
31-DEC-2023,Spectrum Planning & Advisory Services Inc.,273328
31-DEC-2023,"Spectrum Investment Advisors, Inc.",301158
31-DEC-2023,"Spectrum Asset Management, Inc. (NB/CA)",1197249
31-DEC-2023,Spears Abacus Advisors LLC,258419
31-DEC-2023,Spartan Planning & Wealth Management,1103003
31-DEC-2023,Sparta 24 Ltd.,993920
31-DEC-2023,Spark Investment Management LLC,1490880
31-DEC-2023,Sowell Financial Services LLC,7110000
31-DEC-2023,"Sovereign Financial Group, Inc.",490500
31-DEC-2023,Southland Equity Partners LLC,1737124
31-DEC-2023,"SteelPeak Wealth, LLC",34084003
31-DEC-2023,"Steigerwald, Gordon & Koch Inc.",1093337
31-DEC-2023,"Stephens Consulting, LLC",329485
31-DEC-2023,"Sterling Financial Group, Inc.",369490
31-DEC-2023,Strategic Advisors LLC,3830319
31-DEC-2023,Strategic Advocates LLC,7360972
31-DEC-2023,"SIGNATUREFD, LLC",13265091
31-DEC-2023,"StrategIQ Financial Group, LLC",703399
31-DEC-2023,"Strata Wealth Advisors, LLC",591134
31-DEC-2023,Strait & Sound Wealth Management LLC,2590049
31-DEC-2023,Straight Path Wealth Management,32752646
31-DEC-2023,Stonehage Fleming Financial Services Holdings Ltd,1455347
31-DEC-2023,Stonebrook Private Inc.,1076912
31-DEC-2023,Stonebridge Capital Advisors LLC,301903
31-DEC-2023,Stone Point Wealth LLC,659714
31-DEC-2023,"Stone House Investment Management, LLC",207357
31-DEC-2023,"Stokes Family Office, LLC",903722
31-DEC-2023,"Stockman Wealth Management, Inc.",552868
31-DEC-2023,"Stillwater Capital Advisors, LLC",406265
31-DEC-2023,Stiles Financial Services Inc,1612701
31-DEC-2023,"Steward Partners Investment Advisory, LLC",56528455
31-DEC-2023,"Stevard, LLC",2730050
31-DEC-2023,"Sterling Investment Counsel, LLC",615335
31-DEC-2023,"Sterling Investment Advisors, Ltd.",1880248
31-DEC-2023,"Sterling Group Wealth Management, LLC",408501
31-DEC-2023,South Dakota Investment Council,13419
31-DEC-2023,Source Financial Advisors LLC,341908
31-DEC-2023,"Sound View Wealth Advisors Group, LLC",9171459
31-DEC-2023,Sippican Capital Advisors,212202
31-DEC-2023,"Simplicity Wealth,LLC",547898
31-DEC-2023,"Simplicity Solutions, LLC",20990162
31-DEC-2023,Silver Coast Investments LLC,943231
31-DEC-2023,Silvant Capital Management LLC,3578360
31-DEC-2023,Silicon Valley Capital Partners,430065
31-DEC-2023,Signify Wealth,5108749
31-DEC-2023,Signature Wealth Management Group,1726439
31-DEC-2023,"Signature Resources Capital Management, LLC",249722
31-DEC-2023,"SignalPoint Asset Management, LLC",1779000
31-DEC-2023,"Signal Advisors Wealth, LLC",5127384
31-DEC-2023,Sigma Planning Corp,6875341
31-DEC-2023,Sierra Capital LLC,368
31-DEC-2023,Siemens Fonds Invest GmbH,13818718
31-DEC-2023,Shulman DeMeo Asset Management LLC,514105
31-DEC-2023,"Shilanski & Associates, Inc.",272334
31-DEC-2023,"Sherrill & Hutchins Financial Advisory, Inc",749167
31-DEC-2023,Shepherd Financial Partners LLC,880115
31-DEC-2023,Shearwater Capital LLC,1123378
31-DEC-2023,"Sheaff Brock Investment Advisors, LLC",7049689
31-DEC-2023,"SevenBridge Financial Group, LLC",200275
31-DEC-2023,Seven Post Investment Office LP,559080
31-DEC-2023,Simplify Asset Management Inc.,13693014
31-DEC-2023,Sitrin Capital Management LLC,4592904
31-DEC-2023,"Sound Income Strategies, LLC",1291351
31-DEC-2023,"Sivia Capital Partners, LLC",4803118
31-DEC-2023,Souders Financial Advisors,1351234
31-DEC-2023,"Sonora Investment Management Group, LLC",2315346
31-DEC-2023,Somerset Trust Co,935776
31-DEC-2023,"Solutions 4 Wealth, Ltd",498124
31-DEC-2023,Soltis Investment Advisors LLC,2497269
31-DEC-2023,"Solstein Capital, LLC",114052
31-DEC-2023,"Solidarity Wealth, LLC",401295
31-DEC-2023,Snowden Capital Advisors LLC,10562024
31-DEC-2023,Smithfield Trust Co,648
31-DEC-2023,"Smith, Salley & Associates",792323
31-DEC-2023,"Smith Group Asset Management, LLC",7256113
31-DEC-2023,"Smith Anglin Financial, LLC",1837686
31-DEC-2023,Smartleaf Asset Management LLC,1659197
31-DEC-2023,"Sloy Dahl & Holst, LLC",277923555
31-DEC-2023,"Slow Capital, Inc.",16103492
31-DEC-2023,"SlateStone Wealth, LLC",2410
31-DEC-2023,"Slagle Financial, LLC",456980
31-DEC-2023,"SkyView Investment Advisors, LLC",1062
31-DEC-2023,"SkyOak Wealth, LLC",2530272
31-DEC-2023,Skandinaviska Enskilda Banken AB (publ),19624995
31-DEC-2023,Skaana Management L.P.,72082800
31-DEC-2023,"SIGNET FINANCIAL MANAGEMENT, LLC",363775
31-DEC-2023,"Quantum Private Wealth, LLC",357812
31-DEC-2023,SIGNATURE ESTATE & INVESTMENT ADVISORS LLC,218
31-DEC-2023,"REGATTA CAPITAL GROUP, LLC",4351245
31-DEC-2023,RFP Financial Group LLC,419694
31-DEC-2023,"RFG Holdings, Inc.",284758
31-DEC-2023,"RFG Advisory, LLC",2437930
31-DEC-2023,"RF&L WEALTH MANAGEMENT, LLC",287740
31-DEC-2023,RETIREMENT GUYS FORMULA LLC,265377
31-DEC-2023,RETIREMENT CAPITAL STRATEGIES,575977
31-DEC-2023,RESTON WEALTH MANAGEMENT LLC,270843
31-DEC-2023,RESOURCES MANAGEMENT CORP /CT/ /ADV,580
31-DEC-2023,RENAISSANCE TECHNOLOGIES LLC,634871
31-DEC-2023,REGIONS FINANCIAL CORP,29009792
31-DEC-2023,REDW Wealth LLC,1260291
31-DEC-2023,SIGMA INVESTMENT COUNSELORS INC,1550210
31-DEC-2023,"REAP Financial Group, LLC",285417
31-DEC-2023,READYSTATE ASSET MANAGEMENT LP,27879456
31-DEC-2023,"RE Dickinson Investment Advisors, LLC",82
31-DEC-2023,"RBF Capital, LLC",2484800
31-DEC-2023,"RBA Wealth Management, LLC",787122
31-DEC-2023,"RB Capital Management, LLC",1087100
31-DEC-2023,RAYMOND JAMES TRUST N.A.,5869343
31-DEC-2023,RAYMOND JAMES & ASSOCIATES,285317736
31-DEC-2023,"RAM Investment Partners, LLC",1093963
31-DEC-2023,RAINEY & RANDALL INVESTMENT MANAGEMENT INC.,391356
31-DEC-2023,RHUMBLINE ADVISERS,1311831906
31-DEC-2023,RICHARDSON FINANCIAL SERVICES INC.,392350
31-DEC-2023,"RIDGECREST WEALTH PARTNERS, LLC",1033429
31-DEC-2023,RITHOLTZ WEALTH MANAGEMENT,8096224
31-DEC-2023,"RVW Wealth, LLC",1979889
31-DEC-2023,RS CRUM INC.,339424
31-DEC-2023,"RPg Family Wealth Advisory, LLC",750658
31-DEC-2023,"RPG Investment Advisory, LLC",394586
31-DEC-2023,ROYAL LONDON ASSET MANAGEMENT LTD,613932956
31-DEC-2023,ROVIN CAPITAL /UT/ /ADV,275
31-DEC-2023,ROTHSCHILD INVESTMENT LLC,1919508
31-DEC-2023,ROSENBLUM SILVERMAN SUTTON S F INC /CA,4757150
31-DEC-2023,ROMANO BROTHERS AND COMPANY,593619
31-DEC-2023,ROMAN BUTLER FULLERTON & CO,256000
31-DEC-2023,"ROI Financial Advisors, LLC",1036000
31-DEC-2023,"ROGCO, LP",14909
31-DEC-2023,"ROCKY MOUNTAIN ADVISERS, LLC",677108
31-DEC-2023,ROCKLAND TRUST CO,223632
31-DEC-2023,ROBERTS GLORE & CO INC /IL/,389617
31-DEC-2023,RNC CAPITAL MANAGEMENT LLC,954909
31-DEC-2023,RMR Wealth Builders,3032386
31-DEC-2023,"RMR Capital Management, LLC",729040
31-DEC-2023,"RMB Capital Management, LLC",2987728
31-DEC-2023,RKL Wealth Management LLC,1737869
31-DEC-2023,RIVERBRIDGE PARTNERS LLC,3255584
31-DEC-2023,"Quotient Wealth Partners, LLC",1858784
31-DEC-2023,Quintet Private Bank (Europe) S.A.,11733737
31-DEC-2023,Quest Partners LLC,471367
31-DEC-2023,Providence First Trust Co,1265260
31-DEC-2023,"Prosperity Wealth Management, Inc.",263886
31-DEC-2023,"Prosperity Financial Group, Inc.",969817
31-DEC-2023,"Prosperity Consulting Group, LLC",881110
31-DEC-2023,Prosperitas Financial LLC,667417
31-DEC-2023,Prospera Financial Services Inc,6591677
31-DEC-2023,"Prospect Hill Management, LLC",24458383
31-DEC-2023,Prospect Financial Services LLC,1407883
31-DEC-2023,"Profit Investment Management, LLC",1506783
31-DEC-2023,Proficio Capital Partners LLC,2256945
31-DEC-2023,"Professional Financial Advisors, LLC",448258
31-DEC-2023,"Procyon Advisors, LLC",8242190
31-DEC-2023,"ProVise Management Group, LLC",1137044
31-DEC-2023,ProShare Advisors LLC,453142044
31-DEC-2023,Privium Fund Management B.V.,58782712
31-DEC-2023,"Private Wealth Strategies, L.L.C.",255189
31-DEC-2023,"Private Wealth Partners, LLC",2725080
31-DEC-2023,"Private Wealth Management Group, LLC",117215
31-DEC-2023,Private Portfolio Partners LLC,426640
31-DEC-2023,"Private Ocean, LLC",152364
31-DEC-2023,"Strategic Family Wealth Counselors, L.L.C.",359067
31-DEC-2023,"Private Harbour Investment Management & Counsel, LLC",372720
31-DEC-2023,"Prossimo Advisors, LLC",340
31-DEC-2023,"Providence Wealth Advisors, LLC",947108
31-DEC-2023,"Quent Capital, LLC",5576886
31-DEC-2023,"Provident Wealth Management, LLC",397816
31-DEC-2023,Qube Research & Technologies Ltd,279002289
31-DEC-2023,"Quantum Financial Advisors, LLC",439129
31-DEC-2023,"Quantitative Investment Management, LLC",2126
31-DEC-2023,Quantinno Capital Management LP,28430000
31-DEC-2023,Quantbot Technologies LP,9102071
31-DEC-2023,"Quaker Wealth Management, LLC",270595
31-DEC-2023,Quadrature Capital Ltd,49585434
31-DEC-2023,"Quadrant Private Wealth Management, LLC",1284393
31-DEC-2023,"Quadcap Wealth Management, LLC",2185382
31-DEC-2023,"Quad-Cities Investment Group, LLC",1104387
31-DEC-2023,Qtron Investments LLC,7531180
31-DEC-2023,QUEST INVESTMENT MANAGEMENT LLC,6726105
31-DEC-2023,QUATTRO FINANCIAL ADVISORS LLC,290225
31-DEC-2023,QUADRANT CAPITAL GROUP LLC,7143055
31-DEC-2023,"QRG CAPITAL MANAGEMENT, INC.",70912132
31-DEC-2023,"QCM Cayman, Ltd.",406265
31-DEC-2023,Q3 Asset Management,2472
31-DEC-2023,"Purus Wealth Management, LLC",1917023
31-DEC-2023,"Pure Financial Advisors, LLC",6056483
31-DEC-2023,Public Sector Pension Investment Board,47035028
31-DEC-2023,"Prudent Man Advisors, LLC",423410
31-DEC-2023,RW Investment Management LLC,676115
31-DEC-2023,"RWA WEALTH PARTNERS, LLC",7165046
31-DEC-2023,"RWQ Financial Management Services, Inc.",5709573
31-DEC-2023,"SAX WEALTH ADVISORS, LLC",468784
31-DEC-2023,SAPIENT CAPITAL LLC,5862140
31-DEC-2023,SALEM INVESTMENT COUNSELORS INC,4012985
31-DEC-2023,SAGE RHINO CAPITAL LLC,6106148
31-DEC-2023,S.A. Mason LLC,295194
31-DEC-2023,S. R. Schill & Associates,434840
31-DEC-2023,"Russell Investments Group, Ltd.",4577250
31-DEC-2023,"Running Point Capital Advisors, LLC",327000
31-DEC-2023,"Ruedi Wealth Management, Inc.",10436
31-DEC-2023,"Royal Fund Management, LLC",7100068
31-DEC-2023,Royal Bank of Canada,758034000
31-DEC-2023,Roundview Capital LLC,490500
31-DEC-2023,"Round Rock Advisors, LLC",1269484
31-DEC-2023,Rossmore Private Capital,1865091
31-DEC-2023,Rosenberg Matthew Hamilton,478821
31-DEC-2023,"Rooted Wealth Advisors, Inc.",551
31-DEC-2023,"Root Financial Partners, LLC",531851
31-DEC-2023,"Rollins Financial Advisors, LLC",29920968
31-DEC-2023,Rollins Financial,29920968
31-DEC-2023,"Rockline Wealth Management, LLC",2523531
31-DEC-2023,"Rockbridge Investment Management, LCC",1139530
31-DEC-2023,"Roble, Belko & Company, Inc",111
31-DEC-2023,SATOVSKY ASSET MANAGEMENT LLC,1245630
31-DEC-2023,SAYBROOK CAPITAL /NC,220
31-DEC-2023,Robbins Farley,1926963
31-DEC-2023,SCHMIDT P J INVESTMENT MANAGEMENT INC,1497519
31-DEC-2023,SIERRA SUMMIT ADVISORS LLC,4931832
31-DEC-2023,SHELTON CAPITAL MANAGEMENT,65108469
31-DEC-2023,SHELL ASSET MANAGEMENT CO,27143
31-DEC-2023,SHEETS SMITH WEALTH MANAGEMENT,403283
31-DEC-2023,"SHARIAPORTFOLIO, INC.",10983
31-DEC-2023,"SG Americas Securities, LLC",143289
31-DEC-2023,"SFMG, LLC",2975300
31-DEC-2023,SEVEN MILE ADVISORY,770536
31-DEC-2023,SENTRY INVESTMENT MANAGEMENT LLC,4052
31-DEC-2023,SENTINEL TRUST CO LBA,276
31-DEC-2023,SELDON CAPITAL LP,6634416
31-DEC-2023,SEI INVESTMENTS CO,171171819
31-DEC-2023,SEEDS INVESTOR LLC,229347
31-DEC-2023,"SECURIAN ASSET MANAGEMENT, INC",43525248
31-DEC-2023,"SECURED RETIREMENT ADVISORS, LLC",374211
31-DEC-2023,SEARLE & CO.,388871
31-DEC-2023,SEARCY FINANCIAL SERVICES INC /ADV,1070949
31-DEC-2023,SCS Capital Management LLC,11768510
31-DEC-2023,SCHWARZ DYGOS WHEELER INVESTMENT ADVISORS LLC,265874
31-DEC-2023,SCHRODER INVESTMENT MANAGEMENT GROUP,469014199
31-DEC-2023,SCHNIEDERS CAPITAL MANAGEMENT LLC,2793661
31-DEC-2023,"Robertson Stephens Wealth Management, LLC",3956162
31-DEC-2023,Riverview Trust Co,365763
31-DEC-2023,"Rafferty Asset Management, LLC",280772461
31-DEC-2023,Register Financial Advisors LLC,314079
31-DEC-2023,"Regal Wealth Group, Inc.",361892
31-DEC-2023,Regal Investment Advisors LLC,2134903
31-DEC-2023,"Redwood Wealth Management Group, LLC",662945
31-DEC-2023,"Redwood Investment Management, LLC",2636
31-DEC-2023,Redwood Financial Network Corp,993917
31-DEC-2023,"Redmond Asset Management, LLC",1534364
31-DEC-2023,"Redhawk Wealth Advisors, Inc.",2253714
31-DEC-2023,"Rede Wealth, LLC",583183
31-DEC-2023,Red Wave Investments LLC,801100
31-DEC-2023,"Red Spruce Capital, LLC",336939
31-DEC-2023,"Red Door Wealth Management, LLC",861034
31-DEC-2023,Realta Investment Advisors,5638508
31-DEC-2023,"Raymond James Financial Services Advisors, Inc.",153172266
31-DEC-2023,Raub Brock Capital Management LP,365266
31-DEC-2023,Rathbones Group PLC,29784303
31-DEC-2023,"Rappaport Reiches Capital Management, LLC",688538
31-DEC-2023,Range Financial Group LLC,1327629
31-DEC-2023,Randolph Co Inc,276310
31-DEC-2023,Ranch Capital Advisors Inc.,2792915
31-DEC-2023,"Ramsay, Stattman, Vela & Price, Inc.",4291250
31-DEC-2023,Raleigh Capital Management Inc.,398778
31-DEC-2023,Regent Peak Wealth Advisors LLC,6491540
31-DEC-2023,Rehmann Capital Advisory Group,3876909
31-DEC-2023,"Riverview Capital Advisers, LLC",1486408
31-DEC-2023,"Relative Value Partners Group, LLC",1273460
31-DEC-2023,River Wealth Advisors LLC,283268
31-DEC-2023,River Street Advisors LLC,513112
31-DEC-2023,Ritter Daniher Financial Advisory LLC / DE,641576
31-DEC-2023,"Rise Advisors, LLC",317579
31-DEC-2023,Riggs Asset Managment Co. Inc.,1381052
31-DEC-2023,Ridgewood Investments LLC,492530
31-DEC-2023,Richardson Capital Management LLC,19878
31-DEC-2023,"Richard W. Paul & Associates, LLC",896192
31-DEC-2023,Richard Bernstein Advisors LLC,14032163
31-DEC-2023,"Rice Partnership, LLC",5675035
31-DEC-2023,"Reynders McVeigh Capital Management, LLC",25330
31-DEC-2023,"Revolve Wealth Partners, LLC",1246334
31-DEC-2023,Retirement Systems of Alabama,253655093
31-DEC-2023,Retirement Solution Inc.,444531
31-DEC-2023,"Retirement Planning Group, LLC",238743
31-DEC-2023,"Retirement Investment Advisors, Inc.",710156
31-DEC-2023,"Retirement Group, LLC",202614
31-DEC-2023,Resurgent Financial Advisors LLC,817251
31-DEC-2023,"Resonant Capital Advisors, LLC",647042
31-DEC-2023,"Resolute Wealth Strategies, LLC",265849
31-DEC-2023,Relyea Zuckerberg Hanson LLC,2228866
31-DEC-2023,"Strategic Blueprint, LLC",2837043
31-DEC-2023,"WealthShield Partners, LLC",563304
31-DEC-2023,"Strategic Financial Services, Inc,",1762717
31-DEC-2023,WINSLOW ASSET MANAGEMENT INC,422
31-DEC-2023,WOODSTOCK CORP,784700
31-DEC-2023,WOODMONT INVESTMENT COUNSEL LLC,947206
31-DEC-2023,WOODARD & CO ASSET MANAGEMENT GROUP INC /ADV,398810
31-DEC-2023,WOLFF WIESE MAGANA LLC,625425
31-DEC-2023,"WNY Asset Management, LLC",764076
31-DEC-2023,"WMS Partners, LLC",658472
31-DEC-2023,"WMG Financial Advisors, LLC",397320
31-DEC-2023,"WJ Wealth Management, LLC",266868
31-DEC-2023,WINTRUST INVESTMENTS LLC,436
31-DEC-2023,WINTON GROUP Ltd,218414
31-DEC-2023,WILBANKS SMITH & THOMAS ASSET MANAGEMENT LLC,1835770
31-DEC-2023,"Venturi Wealth Management, LLC",1490880
31-DEC-2023,WHITTIER TRUST CO OF NEVADA INC,14773741
31-DEC-2023,WHITTIER TRUST CO,31253939
31-DEC-2023,"WHITENER CAPITAL MANAGEMENT, INC.",260407
31-DEC-2023,WHITE PINE CAPITAL LLC,624927
31-DEC-2023,"WHALEROCK POINT PARTNERS, LLC",758360
31-DEC-2023,WFA Asset Management Corp,46218
31-DEC-2023,"WETZEL INVESTMENT ADVISORS, INC.",334
31-DEC-2023,WESTFIELD CAPITAL MANAGEMENT CO LP,84842425
31-DEC-2023,WEST PACES ADVISORS INC.,217420
31-DEC-2023,"WEST MICHIGAN ADVISORS, LLC",1148475
31-DEC-2023,"WOODWARD DIVERSIFIED CAPITAL, LLC",1003362
31-DEC-2023,"WOOSTER CORTHELL WEALTH MANAGEMENT, INC.",995411
31-DEC-2023,"WORLD EQUITY GROUP, INC.",1537594
31-DEC-2023,"WP Advisors, LLC",837129
31-DEC-2023,"Waterloo Capital, L.P.",1651378
31-DEC-2023,Waterfront Wealth Inc.,960872
31-DEC-2023,"Watchman Group, Inc.",4050224
31-DEC-2023,"Washington Trust Advisors, Inc.",93180
31-DEC-2023,"Warwick Investment Management, Inc.",489506
31-DEC-2023,"Warren Street Wealth Advisors, LLC",1140772
31-DEC-2023,Warberg Asset Management LLC,120188
31-DEC-2023,"Wambolt & Associates, LLC",1419732
31-DEC-2023,Walleye Trading LLC,678383945
31-DEC-2023,Walleye Capital LLC,551551056
31-DEC-2023,Walkner Condon Financial Advisors LLC,650562
31-DEC-2023,Waldron Private Wealth LLC,3671231
31-DEC-2023,Wahed Invest LLC,12112496
31-DEC-2023,"Wagner Wealth Management, LLC",840608
31-DEC-2023,"WULFF, HANSEN & CO.",528020
31-DEC-2023,WT Wealth Management,3083461
31-DEC-2023,WT Asset Management Ltd,28326720
31-DEC-2023,WS MANAGEMENT LLLP,39856192
31-DEC-2023,WRIGHT INVESTORS SERVICE INC,3521707
31-DEC-2023,WRAPMANAGER INC,1277684
31-DEC-2023,"WR Wealth Planners, LLC",1088591
31-DEC-2023,"WESPAC Advisors, LLC",860983
31-DEC-2023,"WESPAC Advisors SoCal, LLC",709162
31-DEC-2023,WESBANCO BANK INC,540693
31-DEC-2023,"VitalStone Financial, LLC",539
31-DEC-2023,Visionary Wealth Advisors,5437875
31-DEC-2023,"Visionary Horizons, LLC",220153
31-DEC-2023,"VisionPoint Advisory Group, LLC",258668
31-DEC-2023,"Vision Capital Management, Inc.",322031
31-DEC-2023,"Vishria Bird Financial Group, LLC",661
31-DEC-2023,"Vise Technologies, Inc.",4972085
31-DEC-2023,"Virtue Capital Management, LLC",629761
31-DEC-2023,Vinva Investment Management Ltd,19413336
31-DEC-2023,Vigilare Wealth Management,404277
31-DEC-2023,Viewpoint Capital Management LLC,4590318
31-DEC-2023,Vienna Asset Management LLC,20940315
31-DEC-2023,"Vident Advisory, LLC",10132020
31-DEC-2023,"Vestmark Advisory Solutions, Inc.",18712035
31-DEC-2023,Vestcor Inc,14993
31-DEC-2023,Verum Partners LLC,1554739
31-DEC-2023,"Versant Capital Management, Inc",473851
31-DEC-2023,"Vermillion & White Wealth Management Group, LLC",151573
31-DEC-2023,Verition Fund Management LLC,20268514
31-DEC-2023,Veritas Investment Partners (UK) Ltd.,14909
31-DEC-2023,Verdence Capital Advisors LLC,3584132
31-DEC-2023,Verde Capital Management,4068029
31-DEC-2023,Vista Private Wealth Partners. LLC,419586
