REPORTCALENDARORQUARTER,FILINGMANAGER_NAME,VALUE
31-MAR-2024,"Interchange Capital Partners, LLC",3249231
31-MAR-2024,"InterOcean Capital Group, LLC",140981964
31-MAR-2024,Intelligent Financial Strategies,2409459
31-MAR-2024,"Intelligence Driven Advisers, LLC",1235085
31-MAR-2024,"Intellectus Partners, LLC",8500904
31-MAR-2024,Integrity Wealth Solutions LLC,2522632
31-MAR-2024,Integrity Financial Corp /WA,4112204
31-MAR-2024,"Integris Wealth Management, LLC",6194682
31-MAR-2024,"Integrated Investment Consultants, LLC",9394035
31-MAR-2024,Integrated Advisors Network LLC,38226351
31-MAR-2024,"Institute for Wealth Management, LLC.",19276633
31-MAR-2024,"Insight Wealth Strategies, LLC",4897968
31-MAR-2024,"Insight Wealth Partners, LLC",867310
31-MAR-2024,Insight Inv LLC,3945091
31-MAR-2024,Insight Folios Inc,1363258
31-MAR-2024,"Insight Advisors, LLC/ PA",8224587
31-MAR-2024,"Investment Advisory Group, LLC",4742255
31-MAR-2024,Investment Management Corp of Ontario,168081847
31-MAR-2024,"Investment Partners Asset Management, Inc.",5340850
31-MAR-2024,"Ironwood Financial, llc",5309565
31-MAR-2024,J.Safra Asset Management Corp,1864210
31-MAR-2024,"J.P. Marvel Investment Advisors, LLC",18727089
31-MAR-2024,"J. W. Coons Advisors, LLC",18731067
31-MAR-2024,J. Stern & Co. LLP,254115
31-MAR-2024,"J. L. Bainbridge & Co., Inc.",138310878
31-MAR-2024,J. Goldman & Co LP,20131452
31-MAR-2024,"Iyo Bank, Ltd.",27800
31-MAR-2024,IvyRock Asset Management (HK) Ltd,458585
31-MAR-2024,Israel Discount Bank of New York,1977805
31-MAR-2024,"Ironwood Investment Counsel, LLC",38706804
31-MAR-2024,"Ironvine Capital Partners, LLC",87593483
31-MAR-2024,"Investment Research & Advisory Group, Inc.",10509820
31-MAR-2024,"Ironsides Asset Advisors, LLC",1327792
31-MAR-2024,"IronBridge Private Wealth, LLC",6503491
31-MAR-2024,"Iron Horse Wealth Management, LLC",128435
31-MAR-2024,Iron Gate Global Advisors LLC,43498708
31-MAR-2024,"Ipswich Investment Management Co., Inc.",28118530
31-MAR-2024,Iowa State Bank,18005554
31-MAR-2024,Ion Asset Management Ltd.,6731520
31-MAR-2024,"Invst, LLC",5713663
31-MAR-2024,Investors Research Corp,5448745
31-MAR-2024,"Investments & Financial Planning, LLC",246286
31-MAR-2024,"Johnson & White Wealth Management, LLC",2264
31-MAR-2024,Joseph Group Capital Management,3083457
31-MAR-2024,Kodai Capital Management LP,51568492
31-MAR-2024,Kampmann Melissa S.,6758867
31-MAR-2024,"Kercheville Advisors, LLC",10326267
31-MAR-2024,Kentucky Retirement Systems Insurance Trust Fund,103164751
31-MAR-2024,Kentucky Retirement Systems,237407668
31-MAR-2024,"Kensington Investment Counsel, LLC",11704681
31-MAR-2024,"Kennon-Green & Company, LLC",2310206
31-MAR-2024,Kendall Capital Management,869208
31-MAR-2024,Kemnay Advisory Services Inc.,12822283
31-MAR-2024,"Kelman-Lazarov, Inc.",1382907
31-MAR-2024,Kelly Financial Services LLC,1722863
31-MAR-2024,"Kellett Wealth Advisors, LLC",2617592
31-MAR-2024,Keener Financial Planning LLC,1373
31-MAR-2024,"Keene & Associates, Inc.",4425369
31-MAR-2024,"Keeley-Teton Advisors, LLC",554273
31-MAR-2024,Keeler Thomas Management LLC,3050957
31-MAR-2024,"Keel Point, LLC",19280725
31-MAR-2024,Kearns & Associates LLC,1809096
31-MAR-2024,Kaye Capital Management,775206
31-MAR-2024,"Kaydan Wealth Management, Inc.",2003048
31-MAR-2024,"Kathmere Capital Management, LLC",8319378
31-MAR-2024,Kathleen S. Wright Associates Inc.,271658
31-MAR-2024,"Karpus Management, Inc.",715224
31-MAR-2024,Kapstone Financial Advisors LLC,3950498
31-MAR-2024,Kapitalo Investimentos Ltda,10367803
31-MAR-2024,Kerntke Otto McGlone Wealth Management Group,3338336
31-MAR-2024,"Kerrisdale Advisers, LLC",6165652
31-MAR-2024,"Kesler, Norman & Wride, LLC",15255468
31-MAR-2024,KilterHowling LLC,1039165
31-MAR-2024,"Koa Wealth Management, LLC",1365955
31-MAR-2024,Knuff & Co LLC,25115162
31-MAR-2024,"Knollwood Investment Advisory, LLC",37841660
31-MAR-2024,Knights of Columbus Asset Advisors LLC,60312316
31-MAR-2024,"Klingman & Associates, LLC",11321786
31-MAR-2024,"Kingsview Wealth Management, LLC",82395470
31-MAR-2024,Kingfisher Capital LLC,10815
31-MAR-2024,Kingdom Financial Group LLC.,775353
31-MAR-2024,King Wealth Management Group,34123
31-MAR-2024,"Kinetic Partners Management, LP",92598368
31-MAR-2024,"Kiely Wealth Advisory Group, Inc.",2340170
31-MAR-2024,"Kessler Investment Group, LLC",4561131
31-MAR-2024,Kidder Stephen W,4086453
31-MAR-2024,"Keystone Wealth Services, LLC",8872185
31-MAR-2024,Keystone Financial Services,891761
31-MAR-2024,"Keystone Financial Planning, Inc.",11661307
31-MAR-2024,Keystone Financial Group,19938153
31-MAR-2024,"Keyes, Stange & Wooten Wealth Management, LLC",1974581
31-MAR-2024,Key Financial Inc,22995699
31-MAR-2024,"Key Client Fiduciary Advisors, LLC",9994881
31-MAR-2024,Keudell/Morrison Wealth Management,8677361
31-MAR-2024,"Kestra Advisory Services, LLC",324452005
31-MAR-2024,Kanen Wealth Management LLC,661153
31-MAR-2024,Kaizen Financial Strategies,3174689
31-MAR-2024,"Joseph P. Lucia & Associates, LLC",945580
31-MAR-2024,Kades & Cheifetz LLC,2262081
31-MAR-2024,"KESTRA PRIVATE WEALTH SERVICES, LLC",119169378
31-MAR-2024,KENSICO CAPITAL MANAGEMENT CORP,219826200
31-MAR-2024,KENNEDY INVESTMENT GROUP,2344688
31-MAR-2024,KENNEDY CAPITAL MANAGEMENT LLC,37457543
31-MAR-2024,KELLY LAWRENCE W & ASSOCIATES INC/CA,2198683
31-MAR-2024,KELLEHER FINANCIAL ADVISORS,17224492
31-MAR-2024,KEELER & NADLER FINANCIAL PLANNING & WEALTH MANAGEMENT,1034520
31-MAR-2024,"KEB ASSET MANAGEMENT, LLC",1378881
31-MAR-2024,KEATING WEALTH MANAGEMENT LLC,494346
31-MAR-2024,KEATING INVESTMENT COUNSELORS INC,986588
31-MAR-2024,KCM INVESTMENT ADVISORS LLC,134539873
31-MAR-2024,KAYNE ANDERSON RUDNICK INVESTMENT MANAGEMENT LLC,40697055
31-MAR-2024,"KAVAR CAPITAL PARTNERS GROUP, LLC",17016819
31-MAR-2024,"KARPAS STRATEGIES, LLC",5881511
31-MAR-2024,KANAWHA CAPITAL MANAGEMENT LLC,89375277
31-MAR-2024,KAHN BROTHERS GROUP INC,800684
31-MAR-2024,KADENSA CAPITAL Ltd,47972598
31-MAR-2024,K.J. Harrison & Partners Inc,24126609
31-MAR-2024,Jupiter Wealth Management LLC,14533527
31-MAR-2024,Junto Capital Management LP,91958874
31-MAR-2024,"Jump Financial, LLC",80968405
31-MAR-2024,"Journey Advisory Group, LLC",34728657
31-MAR-2024,"Joule Financial, LLC",3139284
31-MAR-2024,KEYNOTE FINANCIAL SERVICES LLC,4415036
31-MAR-2024,KEYSTONE INVESTORS PTE LTD,103211030
31-MAR-2024,KEYWISE CAPITAL MANAGEMENT (HK) Ltd,1493556
31-MAR-2024,"KLR INVESTMENT ADVISORS, LLC",3896930
31-MAR-2024,"KWMG, LLC",8298632
31-MAR-2024,KWB Wealth,5058800
31-MAR-2024,"KRS Capital Management, LLC",2189002
31-MAR-2024,"KRAFT ASSET MANAGEMENT, LLC",419037
31-MAR-2024,"KRAEMATON INVESTMENT ADVISORS, INC",852932
31-MAR-2024,KPP Advisory Services LLC,11433363
31-MAR-2024,KP Management LLC,13252680
31-MAR-2024,KORNITZER CAPITAL MANAGEMENT INC /KS,256980404
31-MAR-2024,"KNIGHTSBRIDGE ASSET MANAGEMENT, LLC",3806071
31-MAR-2024,"KMG FIDUCIARY PARTNERS, LLC",48731398
31-MAR-2024,KLINGENSTEIN FIELDS & CO LP,73355524
31-MAR-2024,"KFA Private Wealth Group, LLC",3348170
31-MAR-2024,"KLEIN PAVLIS & PEASLEY FINANCIAL, INC.",394215
31-MAR-2024,"KLCM Advisors, Inc.",6764737
31-MAR-2024,KKM Financial LLC,5185589
31-MAR-2024,"KIRTLAND HILLS CAPITAL MANAGEMENT, LLC",2145257
31-MAR-2024,"KINGSWOOD WEALTH ADVISORS, LLC",34916757
31-MAR-2024,KING LUTHER CAPITAL MANAGEMENT CORP,1314828030
31-MAR-2024,"KILEY JUERGENS WEALTH MANAGEMENT, LLC",45969221
31-MAR-2024,"KICKSTAND VENTURES, LLC.",950827
31-MAR-2024,"KG&L Capital Management,LLC",8158219
31-MAR-2024,"KFG WEALTH MANAGEMENT, LLC",2051712
31-MAR-2024,"MAINSAIL ASSET MANAGEMENT, LLC",2336334
31-MAR-2024,MAINSTAY CAPITAL MANAGEMENT LLC /ADV,1487664
31-MAR-2024,MAIRS & POWER INC,827473836
31-MAR-2024,Montz Harcus Wealth Management LLC,5637100
31-MAR-2024,"Murphy, Middleton, Hinkle & Parker, Inc.",5411417
31-MAR-2024,Murphy Pohlad Asset Management LLC,6850583
31-MAR-2024,"Mraz, Amerine & Associates, Inc.",8126926
31-MAR-2024,"Mowery & Schoenfeld Wealth Management, LLC",1307260
31-MAR-2024,"Mount Yale Investment Advisors, LLC",19664733
31-MAR-2024,"Motley Fool Wealth Management, LLC",20677646
31-MAR-2024,Motley Fool Asset Management LLC,189149987
31-MAR-2024,Motiv8 Investments LLC,838123
31-MAR-2024,Moss Adams Wealth Advisors LLC,11549352
31-MAR-2024,Mosley Wealth Management,1427087
31-MAR-2024,"Moser Wealth Advisors, LLC",16886706
31-MAR-2024,Mosaic Advisors LLC,983803
31-MAR-2024,Morton Capital Management LLC/CA,17837979
31-MAR-2024,"Morton Brown Family Wealth, LLC",794268
31-MAR-2024,"Morse Asset Management, Inc",18878
31-MAR-2024,Morningstar Investment Services LLC,206952
31-MAR-2024,Morningstar Investment Management LLC,26520
31-MAR-2024,"Morling Financial Advisors, LLC",1225344
31-MAR-2024,"MorganRosel Wealth Management, LLC",2403153
31-MAR-2024,"Moran Wealth Management, LLC",46625453
31-MAR-2024,"Moors & Cabot, Inc.",92520452
31-MAR-2024,Moody Aldrich Partners LLC,1353456
31-MAR-2024,"Monument Group Wealth Advisors, LLC",777911
31-MAR-2024,"Mustard Seed Financial, LLC",791375
31-MAR-2024,"Mutual Advisors, LLC",95895330
31-MAR-2024,"My Legacy Advisors, LLC",9584823
31-MAR-2024,NBW CAPITAL LLC,20351435
31-MAR-2024,NEW YORK LIFE INVESTMENT MANAGEMENT LLC,468137668
31-MAR-2024,NEW MEXICO EDUCATIONAL RETIREMENT BOARD,291944
31-MAR-2024,NEW ENGLAND ASSET MANAGEMENT INC,5557711
31-MAR-2024,NEVILLE RODIE & SHAW INC,73155
31-MAR-2024,NEUBERGER BERMAN GROUP LLC,242765958
31-MAR-2024,NEOS Investment Management LLC,82267168
31-MAR-2024,NDWM LLC,351722
31-MAR-2024,"NDVR, Inc.",2820928
31-MAR-2024,NCP Inc.,2878323
31-MAR-2024,"NCM Capital Management, LLC",7041925
31-MAR-2024,NBT BANK N A /NY,32542692
31-MAR-2024,"My Personal CFO, LLC",11698126
31-MAR-2024,"NBC SECURITIES, INC.",34614
31-MAR-2024,NAYA CAPITAL MANAGEMENT UK LTD,230344200
31-MAR-2024,NAVELLIER & ASSOCIATES INC,14393224
31-MAR-2024,NATIXIS,1741406359
31-MAR-2024,"NATIONS FINANCIAL GROUP INC, /IA/ /ADV",32885647
31-MAR-2024,"NAPLES GLOBAL ADVISORS, LLC",30514033
31-MAR-2024,NAPATREE CAPITAL LLC,1522670
31-MAR-2024,NAPA WEALTH MANAGEMENT,1757947
31-MAR-2024,N.E.W. Advisory Services LLC,3229226
31-MAR-2024,"Mystic Asset Management, Inc.",12376359
31-MAR-2024,Monument Capital Management,12976779
31-MAR-2024,"Montis Financial, LLC",3142485
31-MAR-2024,NEW YORK STATE TEACHERS RETIREMENT SYSTEM,3148400
31-MAR-2024,"Monterey Private Wealth, Inc.",5599989
31-MAR-2024,"Miller Investment Management, LP",5113852
31-MAR-2024,"Mill Creek Capital Advisors, LLC",11408727
31-MAR-2024,"Mill Capital Management, LLC",91351375
31-MAR-2024,Milestones Administradora de Recursos Ltda.,41143050
31-MAR-2024,Milestone Resources Group Ltd,239378
31-MAR-2024,"Midwest Professional Planners, LTD.",4948732
31-MAR-2024,Midwest Financial Group LLC,3876000
31-MAR-2024,"MidWestOne Financial Group, Inc.",9931096
31-MAR-2024,"MidAtlantic Capital Management, Inc.",17250
31-MAR-2024,"Mid-American Wealth Advisory Group, Inc.",241914
31-MAR-2024,"Michael S. Ryan, Inc.",1745988
31-MAR-2024,"Mezzasalma Advisors, LLC",9994604
31-MAR-2024,Metropolis Capital Ltd,73548588
31-MAR-2024,"Metis Global Partners, LLC",171216212
31-MAR-2024,"Mesirow Financial Investment Management, Inc.",124143920
31-MAR-2024,"Merrion Investment Management Co, LLC",3303073
31-MAR-2024,"Merriman Wealth Management, LLC",34769353
31-MAR-2024,"Merlin Capital, Inc",655061
31-MAR-2024,"Meritas Wealth Management, LLC",1972756
31-MAR-2024,"Merit Financial Group, LLC",83635051
31-MAR-2024,Meridiem Investment Management Ltd.,313634868
31-MAR-2024,"Meridian Wealth Management, LLC",67475867
31-MAR-2024,"Meridian Wealth Advisors, LLC",22335686
31-MAR-2024,"Millington Financial Advisors, LLC",2220041
31-MAR-2024,Mills Wealth Advisors LLC,361673
31-MAR-2024,"Mine & Arao Wealth Creation & Management, LLC.",1835454
31-MAR-2024,Mn Services Vermogensbeheer B.V.,568524
31-MAR-2024,Montecito Bank & Trust,13128568
31-MAR-2024,"Monte Financial Group, LLC",3718068
31-MAR-2024,"MontVue Capital Management, Inc.",562503
31-MAR-2024,Monolith Management Ltd,32311296
31-MAR-2024,Mondrian Investment Partners LTD,127326701
31-MAR-2024,"Moloney Securities Asset Management, LLC",21607454
31-MAR-2024,"Moisand Fitzgerald Tamayo, LLC",2226080
31-MAR-2024,"Modus Advisors, LLC",6393661
31-MAR-2024,"Modern Wealth Management, LLC",10598227
31-MAR-2024,"Modera Wealth Management, LLC",175670876
31-MAR-2024,"Miura Global Management, LLC",16828800
31-MAR-2024,"MinichMacGregor Wealth Management, LLC",3322743
31-MAR-2024,Mittelman Wealth Management,2140203
31-MAR-2024,Mitsubishi UFJ Trust & Banking Corp,1858236937
31-MAR-2024,Missouri Trust & Investment Co,24420071
31-MAR-2024,"Mission Creek Capital Partners, Inc.",12575046
31-MAR-2024,"Miramar Capital, LLC",22891207
31-MAR-2024,"Mirae Asset Global Investments Co., Ltd.",816762170
31-MAR-2024,Mirador Capital Partners LP,13358951
31-MAR-2024,"Miracle Mile Advisors, LLC",126997417
31-MAR-2024,Mirabaud Asset Management Ltd,21878702
31-MAR-2024,Mirabaud & Cie SA,24764000
31-MAR-2024,NEW YORK STATE COMMON RETIREMENT FUND,4763387
31-MAR-2024,"NFC Investments, LLC",642
31-MAR-2024,MAKENA CAPITAL MANAGEMENT LLC,21903945
31-MAR-2024,"Nelson Capital Management, LLC",31588677
31-MAR-2024,"Newman Dignan & Sheerar, Inc.",12737332
31-MAR-2024,Newlands Management Operations LLC,441891472
31-MAR-2024,Newbrook Capital Advisors LP,31198071
31-MAR-2024,"Newbridge Financial Services Group, Inc.",9633389
31-MAR-2024,NewSquare Capital LLC,5572438
31-MAR-2024,"NewEdge Wealth, LLC",235524524
31-MAR-2024,"NewEdge Advisors, LLC",314237769
31-MAR-2024,"New Republic Capital, LLC",5576241
31-MAR-2024,"New Potomac Partners, LLC",8592970
31-MAR-2024,"New Perspectives, Inc",343160
31-MAR-2024,New Millennium Group LLC,15428780
31-MAR-2024,New Jersey Better Educational Savings Trust,4259369
31-MAR-2024,New Insight Wealth Advisors,3027787
31-MAR-2024,"New Harbor Financial Group, LLC",338680
31-MAR-2024,New Hampshire Trust,24425320
31-MAR-2024,"New England Research & Management, Inc.",5798
31-MAR-2024,New England Professional Planning Group Inc.,327741
31-MAR-2024,New England Capital Financial Advisors LLC,636083
31-MAR-2024,"New Covenant Trust Company, N.A.",3387234811
31-MAR-2024,"New Century Financial Group, LLC",4929787
31-MAR-2024,New Capital Management LP,3434972
31-MAR-2024,"New Age Alpha Advisors, LLC",6310800
31-MAR-2024,"Neumann Capital Management, LLC",2746149
31-MAR-2024,Next Capital Management LLC,1941234
31-MAR-2024,Next Level Private LLC,5352948
31-MAR-2024,Nexus Investment Management ULC,38140372
31-MAR-2024,"Noble Family Wealth, LLC",980699
31-MAR-2024,Northcape Capital Pty Ltd,3940
31-MAR-2024,NorthStar Asset Management LLC /NJ/,3297449
31-MAR-2024,"NorthRock Partners, LLC",30378710
31-MAR-2024,"NorthLanding Financial Partners, LLC",320071
31-MAR-2024,"NorthCrest Asset Manangement, LLC",105101853
31-MAR-2024,North Star Investment Management Corp.,42782832
31-MAR-2024,"North Ridge Wealth Advisors, Inc.",5850909
31-MAR-2024,North Growth Management Ltd.,10245
31-MAR-2024,"Norman Fields, Gottscho Capital Management, LLC",1470
31-MAR-2024,"Nordwand Advisors, LLC",10674929
31-MAR-2024,"Nippon Life Global Investors Americas, Inc.",177728957
31-MAR-2024,"Nicholas Hoffman & Company, LLC.",65649898
31-MAR-2024,Ninety One UK Ltd,3069177644
31-MAR-2024,Ninety One SA (PTY) Ltd,63948119
31-MAR-2024,"Ninety One North America, Inc.",176792435
31-MAR-2024,Ninepoint Partners LP,3559291
31-MAR-2024,"Nilsine Partners, LLC",14792203
31-MAR-2024,"Nikulski Financial, Inc.",8376240
31-MAR-2024,"Nikko Asset Management Americas, Inc.",16580710
31-MAR-2024,"Night Owl Capital Management, LLC",51779908
31-MAR-2024,"Nicollet Investment Management, Inc.",22951
31-MAR-2024,"Nicholas Investment Partners, LP",16230957
31-MAR-2024,Nemes Rush Group LLC,32310079
31-MAR-2024,Nellore Capital Management LLC,75098520
31-MAR-2024,"NFJ INVESTMENT GROUP, LLC",3388058
31-MAR-2024,"Naviter Wealth, LLC",17336203
31-MAR-2024,NORTHSTAR ASSET MANAGEMENT INC,41635292
31-MAR-2024,NORTHSTAR ASSET MANAGEMENT Co LLC,13038113
31-MAR-2024,NORTHEAST INVESTMENT MANAGEMENT,108237865
31-MAR-2024,"NORTHCAPE WEALTH MANAGEMENT, LLC",7749520
31-MAR-2024,NORTH STAR ASSET MANAGEMENT INC,66258979
31-MAR-2024,NORTH POINT PORTFOLIO MANAGERS CORP/OH,2090444
31-MAR-2024,NORRIS PERNE & FRENCH LLP/MI,97465975
31-MAR-2024,NORDEN GROUP LLC,463969676
31-MAR-2024,NORDEA INVESTMENT MANAGEMENT AB,4423330813
31-MAR-2024,NOMURA ASSET MANAGEMENT CO LTD,1460129374
31-MAR-2024,NOESIS CAPITAL MANGEMENT CORP,6442906
31-MAR-2024,NKCFO LLC,18375
31-MAR-2024,NJ State Employees Deferred Compensation Plan,50276040
31-MAR-2024,NIXON PEABODY TRUST CO,70576621
31-MAR-2024,NISSAY ASSET MANAGEMENT CORP /JAPAN/ /ADV,642487402
31-MAR-2024,"NISA INVESTMENT ADVISORS, LLC",937898895
31-MAR-2024,NICOLET BANKSHARES INC,13601036
31-MAR-2024,"NICOLET ADVISORY SERVICES, LLC",18092629
31-MAR-2024,NICOLA WEALTH MANAGEMENT LTD.,24469075
31-MAR-2024,NICHOLS & PRATT ADVISERS LLP /MA,6928838
31-MAR-2024,"NICHOLAS COMPANY, INC.",209663708
31-MAR-2024,"NIA IMPACT ADVISORS, LLC",2774946
31-MAR-2024,"NFP Retirement, Inc.",5388795
31-MAR-2024,"NORTHWEST INVESTMENT COUNSELORS, LLC",33964517
31-MAR-2024,"NORTHWEST WEALTH MANAGEMENT, LLC",3343852
31-MAR-2024,"NOTTINGHAM ADVISORS, INC.",2756674
31-MAR-2024,"Nan Shan Life Insurance Co., Ltd.",95977591
31-MAR-2024,"Navis Wealth Advisors, LLC",408866
31-MAR-2024,"Navalign, LLC",2828701
31-MAR-2024,"NavPoint Financial, Inc.",1119957
31-MAR-2024,Nationale-Nederlanden Powszechne Towarzystwo Emerytalne S.A.,3853374
31-MAR-2024,"National Wealth Management Group, LLC",1616808
31-MAR-2024,National Pension Service,4749544262
31-MAR-2024,Narwhal Capital Management,65861293
31-MAR-2024,"Narus Financial Partners, LLC",1072894
31-MAR-2024,Naples Money Management LLC,5626584
31-MAR-2024,Napean Trading & Investment Co (Singapore) PTE Ltd,19737237
31-MAR-2024,"Nadler Financial Group, Inc.",12899361
31-MAR-2024,NOVARE CAPITAL MANAGEMENT LLC,49711615
31-MAR-2024,Nabity-Jensen Investment Management Inc,2538624
31-MAR-2024,"NZS Capital, LLC",169469382
31-MAR-2024,"NWK Group, Inc.",7878823
31-MAR-2024,NWI MANAGEMENT LP,161977
31-MAR-2024,NWAM LLC,104122623
31-MAR-2024,"NVWM, LLC",15706126
31-MAR-2024,NTV Asset Management LLC,22691533
31-MAR-2024,"NSI Retail Advisors, LLC",716
31-MAR-2024,NS Partners Ltd,220627251
31-MAR-2024,NRI Wealth Management LC,2578415
31-MAR-2024,"Meridian Financial, LLC",3377193
31-MAR-2024,Meredith Wealth Planning,1064177
31-MAR-2024,"Mengis Capital Management, Inc.",103048900
31-MAR-2024,MEYER HANDELMAN CO,206224301
31-MAR-2024,MONARCH CAPITAL MANAGEMENT INC/,21630057
31-MAR-2024,MOGY JOEL R INVESTMENT COUNSEL INC,124438479
31-MAR-2024,"MN Wealth Advisors, LLC",1774937
31-MAR-2024,MMBG INVESTMENT ADVISORS CO.,78622328
31-MAR-2024,MMA ASSET MANAGEMENT LLC,1054737
31-MAR-2024,ML & R WEALTH MANAGEMENT LLC,1635517
31-MAR-2024,MKT Advisors LLC,3705807
31-MAR-2024,MJP ASSOCIATES INC /ADV,8704100
31-MAR-2024,MITCHELL SINKLER & STARR/PA,28048823
31-MAR-2024,MITCHELL MCLEOD PUGH & WILLIAMS INC,15413078
31-MAR-2024,MITCHELL CAPITAL MANAGEMENT CO,36993847
31-MAR-2024,"MITCHELL & PAHL PRIVATE WEALTH, LLC",6217679
31-MAR-2024,"MISSION WEALTH MANAGEMENT, LP",171418952
31-MAR-2024,MIRABELLA FINANCIAL SERVICES LLP,5366704
31-MAR-2024,"MILLER WEALTH ADVISORS, LLC",20065389
31-MAR-2024,MILLENNIUM MANAGEMENT LLC,5882191500
31-MAR-2024,"MILESTONE ASSET MANAGEMENT, LLC",10172195
31-MAR-2024,"MIG Capital, LLC",32000805
31-MAR-2024,MIDLAND WEALTH ADVISORS LLC,14671769
31-MAR-2024,MIDDLETON & CO INC/MA,26512790
31-MAR-2024,"MGO Private Wealth, LLC",2120454
31-MAR-2024,MGO ONE SEVEN LLC,46523573
31-MAR-2024,"MGB Wealth Management, LLC",11813184
31-MAR-2024,"MONECO Advisors, LLC",30780172
31-MAR-2024,MONETA GROUP INVESTMENT ADVISORS LLC,66701558
31-MAR-2024,MONETARY MANAGEMENT GROUP INC,30939749
31-MAR-2024,MORGAN DEMPSEY CAPITAL MANAGEMENT LLC,86248
31-MAR-2024,MOUNTAIN PACIFIC INVESTMENT ADVISERS INC/ID,5563626
31-MAR-2024,MOUNT VERNON ASSOCIATES INC /MD/,10554
31-MAR-2024,MOTIVE WEALTH ADVISORS,2810830
31-MAR-2024,MOTCO,25111094
31-MAR-2024,MOSELEY INVESTMENT MANAGEMENT INC,10298848
31-MAR-2024,"MOSAIC FINANCIAL GROUP, LLC",7561
31-MAR-2024,"MOSAIC FAMILY WEALTH PARTNERS, LLC",5345206
31-MAR-2024,MORTON COMMUNITY BANK,5524895
31-MAR-2024,"MORRIS FINANCIAL CONCEPTS, INC.",1113225
31-MAR-2024,MORGENS WATERFALL VINTIADIS & CO INC,7404672
31-MAR-2024,"MOORE CAPITAL MANAGEMENT, LP",155611286
31-MAR-2024,MONETTA FINANCIAL SERVICES INC,7152240
31-MAR-2024,MOODY NATIONAL BANK TRUST DIVISION,28600125
31-MAR-2024,"MOODY LYNN & LIEBERSON, LLC",81768227
31-MAR-2024,MONUMENTAL FINANCIAL GROUP INC.,1590742
31-MAR-2024,MONTRUSCO BOLTON INVESTMENTS INC.,925956843
31-MAR-2024,MONTGOMERY INVESTMENT MANAGEMENT INC,5589265
31-MAR-2024,"MONTCHANIN ASSET MANAGEMENT, LLC",9313
31-MAR-2024,MONTAG A & ASSOCIATES INC,63472074
31-MAR-2024,"MONTAG & CALDWELL, LLC",42511652
31-MAR-2024,"MONOGRAPH WEALTH ADVISORS, LLC",9298132
31-MAR-2024,MONEY CONCEPTS CAPITAL CORP,29461121
31-MAR-2024,"MFA Wealth Advisors, LLC",1105790
31-MAR-2024,MERITAGE PORTFOLIO MANAGEMENT,80776
31-MAR-2024,"Mendota Financial Group, LLC",893287
31-MAR-2024,MERIDIAN MANAGEMENT CO,877408
31-MAR-2024,MASSMUTUAL TRUST CO FSB/ADV,159657834
31-MAR-2024,MASSACHUSETTS FINANCIAL SERVICES CO /MA/,12329645142
31-MAR-2024,MAS Advisors LLC,2535258
31-MAR-2024,MARYLAND CAPITAL ADVISORS INC.,331949
31-MAR-2024,MARVIN & PALMER ASSOCIATES INC,5055792
31-MAR-2024,MARTINGALE ASSET MANAGEMENT L P,65503159
31-MAR-2024,MARTIN & CO INC /TN/,8707011
31-MAR-2024,MARSICO CAPITAL MANAGEMENT LLC,284861098
31-MAR-2024,MARSHALL FINANCIAL GROUP INC /ADV,838074
31-MAR-2024,MARSHALL & SULLIVAN INC /WA/,16008865
31-MAR-2024,MARKET STREET WEALTH MANAGEMENT ADVISORS LLC,1365236
31-MAR-2024,MARKEL GROUP INC.,9936986
31-MAR-2024,"MARK SHEPTOFF FINANCIAL PLANNING, LLC",22015089
31-MAR-2024,MARK ASSET MANAGEMENT LP,34960000
31-MAR-2024,MARIPAU WEALTH MANAGEMENT LLC,1491093
31-MAR-2024,"MARINO, STRAM & ASSOCIATES LLC",9369725
31-MAR-2024,MARIETTA INVESTMENT PARTNERS LLC,23163364
31-MAR-2024,MARCO INVESTMENT MANAGEMENT LLC,33157364
31-MAR-2024,MARATHON CAPITAL MANAGEMENT,10315585
31-MAR-2024,MAR VISTA INVESTMENT PARTNERS LLC,151906425
31-MAR-2024,MANE GLOBAL CAPITAL MANAGEMENT LP,331527
31-MAR-2024,MANCHESTER FINANCIAL INC,3197257
31-MAR-2024,"MANAGED ASSET PORTFOLIOS, LLC",46481081
31-MAR-2024,"MATHER GROUP, LLC.",31092321
31-MAR-2024,MATRIX ASSET ADVISORS INC/NY,60144448
31-MAR-2024,MATRIX PRIVATE CAPITAL GROUP LLC,1443911
31-MAR-2024,MCINTYRE FREEDMAN & FLYNN INVESTMENT ADVISERS INC,13554617
31-MAR-2024,MERIDIAN INVESTMENT COUNSEL INC.,12406620
31-MAR-2024,MERCER GLOBAL ADVISORS INC /ADV,818312
31-MAR-2024,MENLO ADVISORS LLC,11831
31-MAR-2024,"MELFA WEALTH MANAGEMENT, INC.",803058
31-MAR-2024,MEEDER ASSET MANAGEMENT INC,78932542
31-MAR-2024,"MEANS INVESTMENT CO., INC.",44784349
31-MAR-2024,"MEAG MUNICH ERGO, Kapitalanlagegesellschaft mbH",121821580
31-MAR-2024,MCRAE CAPITAL MANAGEMENT INC,28948842
31-MAR-2024,MCMORGAN & CO LLC,1630722
31-MAR-2024,MCKINLEY CAPITAL MANAGEMENT LLC,55099768
31-MAR-2024,MCIA Inc,1448498
31-MAR-2024,"MATTERN CAPITAL MANAGEMENT, LLC",16317803
